groupID,n_PAS,n_sig,n_big,min_padj,max_absL2FC,mean_absL2FC,dir_consensus,perGeneQ
IFT57,2,0,0,0.714375390825493,NA,NA,NA,0.796503138144552
DECR1,3,0,0,0.718742818465857,NA,NA,NA,0.799084137088687
DLG1,7,0,0,0.724036985865612,NA,NA,NA,0.801035302533059
BNIP3,5,0,0,0.722847978799805,NA,NA,NA,0.801354876551647
EMG1,3,0,0,0.722847978799805,NA,NA,NA,0.802921040792474
ARF6,4,0,0,0.724036985865612,NA,NA,NA,0.803885680463563
SPRING1,11,0,0,0.722847978799805,NA,NA,NA,0.805381538023919
SCN8A,5,0,0,0.722847978799805,NA,NA,NA,0.806737818886327
STK17B,5,0,0,0.724036985865612,NA,NA,NA,0.807705990304404
UBXN8,3,0,0,0.737499182335824,NA,NA,NA,0.819280903866718
SGPL1,4,0,0,0.741073165055628,NA,NA,NA,0.82447729827997
SLC25A17,6,0,0,0.741073165055628,NA,NA,NA,0.825418418026761
ESYT1,2,0,0,0.741073165055628,NA,NA,NA,0.828051875566471
NIPBL,6,0,0,0.741073165055628,NA,NA,NA,0.828505050978305
DPP8,5,0,0,0.741073165055628,NA,NA,NA,0.831660797711376
SDK1,2,0,0,0.741073165055628,NA,NA,NA,0.831882985673143
TMEM268,3,0,0,0.741073165055628,NA,NA,NA,0.832332779814583
SART3,3,0,0,0.741073165055628,NA,NA,NA,0.834078829040087
CCDC97,2,0,0,0.741073165055628,NA,NA,NA,0.834162300933723
SMC5,3,0,0,0.741073165055628,NA,NA,NA,0.834905706158537
SEMA3D,3,0,0,0.741073165055628,NA,NA,NA,0.834921825443854
WDR12,9,0,0,0.750799499194736,NA,NA,NA,0.837898620341701
HSDL2,5,0,0,0.741073165055628,NA,NA,NA,0.838510583337652
ZNF143,4,0,0,0.750799499194736,NA,NA,NA,0.839334185111768
VPS13A,3,0,0,0.755898034017052,NA,NA,NA,0.846577497268153
NUS1,3,0,0,0.755898034017052,NA,NA,NA,0.847330834185951
AQR,6,0,0,0.760799827205073,NA,NA,NA,0.852288977269725
DNPEP,5,0,0,0.760799827205073,NA,NA,NA,0.852884265133125
ATP6V1A,5,0,0,0.760799827205073,NA,NA,NA,0.853549892544392
CYB5B,5,0,0,0.760799827205073,NA,NA,NA,0.855213476416503
NSMF,2,0,0,0.760799827205073,NA,NA,NA,0.855493426890314
RBM25,5,0,0,0.760799827205073,NA,NA,NA,0.856434918180508
DYNC1H1,3,0,0,0.760799827205073,NA,NA,NA,0.856441524940757
PANK3,12,0,0,0.760799827205073,NA,NA,NA,0.857265509461201
AP5M1,5,0,0,0.760799827205073,NA,NA,NA,0.857939894731287
AK4,4,0,0,0.760799827205073,NA,NA,NA,0.858160766185694
POGZ,3,0,0,0.760799827205073,NA,NA,NA,0.859485526505518
ETAA1,3,0,0,0.760799827205073,NA,NA,NA,0.859710552108399
INPP4B,2,0,0,0.768473600022575,NA,NA,NA,0.863258024527859
BID,5,0,0,0.768473600022575,NA,NA,NA,0.864775665236804
USP13,6,0,0,0.770955821995172,NA,NA,NA,0.865439406438343
TRMT6,2,0,0,0.777068212199398,NA,NA,NA,0.880595694506621
PDE3A,8,0,0,0.777068212199398,NA,NA,NA,0.880627803145344
IGF2BP1,7,0,0,0.777068212199398,NA,NA,NA,0.881485854883741
MAK16,3,0,0,0.781610414356194,NA,NA,NA,0.884497849897954
MEIS1,3,0,0,0.777068212199398,NA,NA,NA,0.884593184088635
SLC46A3,2,0,0,0.787038470503975,NA,NA,NA,0.887548511689327
PELO,2,0,0,0.781610414356194,NA,NA,NA,0.887558671172995
KIF11,2,0,0,0.787038470503975,NA,NA,NA,0.890086261073962
GZF1,6,0,0,0.787038470503975,NA,NA,NA,0.89107823073702
SFT2D3,3,0,0,0.787038470503975,NA,NA,NA,0.891736358481318
KIN,2,0,0,0.787038470503975,NA,NA,NA,0.892763513969298
PTBP3,9,0,0,0.792237598817318,NA,NA,NA,0.89278443109837
RBM24,3,0,0,0.787038470503975,NA,NA,NA,0.893603155731278
SS18L2,2,0,0,0.787038470503975,NA,NA,NA,0.894238336611614
GNB4,6,0,0,0.787038470503975,NA,NA,NA,0.894422262789113
ANGPTL2,2,0,0,0.787038470503975,NA,NA,NA,0.895034256295994
PAK2,7,0,0,0.787038470503975,NA,NA,NA,0.895115771037381
MESD,6,0,0,0.787038470503975,NA,NA,NA,0.895275733883626
CCT4,2,0,0,0.787038470503975,NA,NA,NA,0.896075951761531
OSER1,3,0,0,0.787038470503975,NA,NA,NA,0.896111736521511
PTPN14,5,0,0,0.787038470503975,NA,NA,NA,0.896154446531964
OSBPL5,3,0,0,0.787038470503975,NA,NA,NA,0.896262896180925
PACS2,3,0,0,0.787038470503975,NA,NA,NA,0.896975459901637
ATP2C1,8,0,0,0.787038470503975,NA,NA,NA,0.897750565696573
DUSP18,2,0,0,0.787038470503975,NA,NA,NA,0.898152324559842
THBS1,19,0,0,0.787038470503975,NA,NA,NA,0.898407442478403
COG2,2,0,0,0.787038470503975,NA,NA,NA,0.898588241545259
RLIM,6,0,0,0.787038470503975,NA,NA,NA,0.898705796031369
XBP1,4,0,0,0.787038470503975,NA,NA,NA,0.899149851978156
ICE2,6,0,0,0.787038470503975,NA,NA,NA,0.899185043660814
BCKDK,3,0,0,0.787038470503975,NA,NA,NA,0.899921057110219
MYO1E,4,0,0,0.787038470503975,NA,NA,NA,0.900388671969464
CHTOP,7,0,0,0.787038470503975,NA,NA,NA,0.900618185499876
TPD52L2,3,0,0,0.787038470503975,NA,NA,NA,0.900913964934461
GATC,6,0,0,0.787038470503975,NA,NA,NA,0.901251876309148
PTRH1,2,0,0,0.802845123661878,NA,NA,NA,0.901430423852297
MTAP,8,0,0,0.804044817481597,NA,NA,NA,0.902249429705205
RAB4A,7,0,0,0.787038470503975,NA,NA,NA,0.902924130386576
KATNAL1,6,0,0,0.787038470503975,NA,NA,NA,0.903112143328136
SLC45A4,3,0,0,0.787038470503975,NA,NA,NA,0.903671131798224
KDM3B,2,0,0,0.802845123661878,NA,NA,NA,0.903837188157924
RABEP1,4,0,0,0.802845123661878,NA,NA,NA,0.903865260819522
VMP1,6,0,0,0.808052690306181,NA,NA,NA,0.904704102696819
MINDY2,5,0,0,0.787038470503975,NA,NA,NA,0.905721796505708
TSPAN18,4,0,0,0.802845123661878,NA,NA,NA,0.905923226062633
TMEM120B,4,0,0,0.802845123661878,NA,NA,NA,0.906984420500129
NOC4L,2,0,0,0.808052690306181,NA,NA,NA,0.907090591571721
GTPBP1,3,0,0,0.808052690306181,NA,NA,NA,0.907141536093065
NUP160,3,0,0,0.802845123661878,NA,NA,NA,0.908456387014729
EDC3,3,0,0,0.787038470503975,NA,NA,NA,0.908983608018358
LYN,3,0,0,0.808052690306181,NA,NA,NA,0.910272715460429
RAB36,2,0,0,0.808052690306181,NA,NA,NA,0.910523913705346
EZR,4,0,0,0.787038470503975,NA,NA,NA,0.911239920952231
RC3H2,5,0,0,0.787038470503975,NA,NA,NA,0.911297577563757
NCOR1,6,0,0,0.808052690306181,NA,NA,NA,0.912345283344803
ID1,3,0,0,0.808052690306181,NA,NA,NA,0.912655859794328
POLR2K,3,0,0,0.808052690306181,NA,NA,NA,0.912673105726292
CPNE2,2,0,0,0.808052690306181,NA,NA,NA,0.912822742870281
FGF2,3,0,0,0.817763974696816,NA,NA,NA,0.914871510861728
EOGT,6,0,0,0.808052690306181,NA,NA,NA,0.915135143715943
ORC2,5,0,0,0.821392171247045,NA,NA,NA,0.9155176880198
NIPAL2,2,0,0,0.819255381701497,NA,NA,NA,0.916022373279067
APAF1,2,0,0,0.820953799884934,NA,NA,NA,0.916922428855978
PPP1CB,6,0,0,0.821392171247045,NA,NA,NA,0.918519693734094
